Judul,Gambar,Sumber Gambar,Alat dan Bahan,Langkah,Jenis,Sumber Artikel,Artikel Serupa
Lampu dalam Botol Kaca,lampu_dalam_botol_kaca.jpg,-,"['Botol bekas', 'Lampu hias', 'Ornamen kaca kecil', 'Instalasi listrik',]","['Bersihkan botol bekas dengan baik.', 'Tempatkan lampu hias ke dalam botol, pastikan terdistribusi dengan merata.', 'Tambahkan ornamen kaca kecil untuk memberikan sentuhan dekoratif.', 'Pastikan instalasi listrik terpasang dengan baik untuk memastikan lampu dalam botol menyala secara sempurna.', 'Tempatkan lampu dalam botol sebagai ornamen Natal atau dekorasi unik di rumah.']",kaca,https://www.lezgetreal.com/kerajinan-dari-kaca/#!,"['Lampion Botol Kaca', 'Lampu Tidur Hias dari Botol Kaca Bekas', 'Lampu Hias dari Botol Plastik Bekas', 'Membuat Lampu Hias Dari Botol Kaca Bekas Sirup', 'Lampion Botol Berbentuk Bunga dari Botol Plastik Bekas']"
Pot Bunga dari Botol Kaca yang Dicat Berwarna,pot_bunga_dari_botol_kaca_yang_dicat_berwarna_.jpg,www.handimania.com,"['Botol kaca bekas (transparan)', 'Jarum suntik', 'Cat berwarna favorit', 'Tabung plastik kecil (opsional)', 'Tanaman atau bunga']","['Kumpulkan botol kaca bekas yang transparan.', 'Siapkan jarum suntik dan cat berwarna yang diinginkan.', 'Tuangkan cat ke dalam botol menggunakan jarum suntik, gerakkan botol ke segala arah untuk meratakan cat.', 'Simpan botol dengan posisi terbalik selama beberapa jam agar cat berlebih dapat mengalir keluar.', 'Jika cat yang digunakan tidak tahan air, gunakan tabung plastik kecil untuk mengisi air di dalam botol dan pastikan tanaman atau bunga tetap segar.',]",kaca,https://www.temankreasi.com/pages/baca/12-kreasi-pot-bunga-dari-botol-bekas-yang-gampang-dibuat,"['Pot Bunga dari Botol Plastik Bekas', 'Pot Bunga dari Botol Kaca dengan Motif Garis', 'Vas Bunga Dinding dari Toples Kaca', 'Kerajinan Bunga Hias dari Botol Plastik Bekas', 'Lampu dalam Botol Kaca']"
Pot Bunga dari Botol Kaca dengan Motif Garis,pot_bunga_dari_botol_kaca_dengan_motif_garis.jpg,www.leisurearts.com,"['Botol kaca bekas', 'Perekat atau karet gelang', 'Cat semprot', 'Tanaman atau bunga']","['Rekatkan perekat atau pasang karet gelang ke botol untuk membentuk motif garis sesuai dengan desain yang diinginkan.', 'Semprotkan cat pada botol kaca secara merata.', 'Tunggu sekitar satu jam atau sesuai petunjuk kering cat.', 'Buka karet gelang dari botol.', 'Tanam tanaman atau bunga dalam pot bunga kreatif ini.']",kaca,https://www.temankreasi.com/pages/baca/12-kreasi-pot-bunga-dari-botol-bekas-yang-gampang-dibuat,"['Pot Bunga dari Botol Plastik Bekas', 'Pot Bunga dari Botol Kaca yang Dicat Berwarna', 'Vas Bunga Dinding dari Toples Kaca', 'Kerajinan Bunga Hias dari Botol Plastik Bekas', 'Lampion Botol Kaca']"
Kerajinan Tangan Snow Globe dari Toples Kaca Bekas,kerajinan_tangan_snow_globe_dari_toples_kaca_bekas.jpg,-,"['Toples kaca bekas lengkap dengan tutupnya (pilih yang tutupnya rapat).', 'Mainan plastik, bentuk sesuai selera.', 'Glitter.', 'Glycerin (jika diperlukan, namun penggunaan glycerin bisa membuat glitter melayang lebih baik) atau baby oil.', 'Lem.', 'Air.']","['Cuci bersih toples kaca bekas beserta tutupnya lalu keringkan.', 'Lem mainan plastik pada tutup toples, atau anda bisa membiarkannya melayang di tengah-tengah.', 'Isi toples dengan air dan glycerin, lalu tambahkan glitter (kurang lebih 1-2 sendok teh/sesuai selera).', 'Tutup toples. Olesi tutup dengan lem agar tutup semakin rapat dan air tidak bocor jika toples dibalik']",kaca,https://www.zonakreatif.com/kerajinan-tangan-snow-globe-dari-toples-bekas/,"['Tempat Pensil dari Gelas Kaca', 'Lampu dalam Botol Kaca', 'Lampion Botol Kaca', 'Lampu Tidur Hias dari Botol Kaca Bekas', 'Pernak-pernik Kaca 3 Dimensi']"
Kreasi Wind Chime dari Botol Kaca Bekas,kreasi_wind_chime_dari_botol_kaca_bekas.jpg,Kurio.id,"['Botol bekas kaca', 'Rantai', 'Bandul', 'Gabus (bagian atas botol)', 'Alat pemotong atau gunting besi', 'Pasak atau kawat (opsional)']","['Siapkan botol bekas kaca yang ingin digunakan untuk wind chime.', 'Potong bagian bawah botol dengan menggunakan alat pemotong atau gunting besi.', 'Haluskan bagian yang dipotong agar tidak tajam.', 'Pasang rantai melalui leher botol dan pastikan rantainya cukup panjang untuk memberikan jarak antara botol-botol.', 'Letakkan bandul pada ujung rantai untuk setiap botol.', 'Pastikan gabus dari bagian atas botol tidak dibuang, gunakan untuk mencegah gesernya rantai.', 'Jika diperlukan, gunakan pasak atau kawat untuk memasang wind chime di teras depan rumah atau pada pohon di pekarangan.', 'Wind chime siap digunakan untuk menambah suasana tenang di sekitar rumah saat tertiup angin.']",kaca,https://kreativv.com/ide-kreasi-botol-bekas-yang-memiliki-nilai-seni-tinggi/,"['Lonceng Angin dari Potongan Kaca', 'Lampion Botol Berbentuk Bunga dari Botol Plastik Bekas', 'Pot Bunga dari Botol Kaca dengan Motif Garis', 'Lampion Botol Kaca', 'Lampu Tidur Hias dari Botol Kaca Bekas']"
Membuat Lampu Hias Dari Botol Kaca Bekas Sirup,membuat_lampu_hias_dari_botol_kaca_bekas_sirup.jpg,-,"['Botol kaca bekas sirup', 'Slotip', 'Lampu kawat', 'Semen putih', 'Gelas plastik', 'Gunting']","['Masukkan lampu ke dalam botol, lalu tutup pakai selotip agar semen tidak masuk botol.', 'Lubangi bagian bawah gelas plastik untuk membuat cetakan sebagai dudukannya, lalu pasang gelas plastik ke dalam botol pastikan gelas plastik seimbang dengan botolnya, lalu rekatkan menggunakan slotip antar botol dan gelas plastik supaya semen tidak bocor.', 'Buat adonan semen dengan air secukupnya lalu aduk rata, setelah semen teraduk dengan rata, masukkan semen ke dalam cetakan gelas plastik dan ratakan semen.', 'Diamkan semen sampai setengah mengering, lalu buat jalan untuk kabel, setelah membuat jalan untuk kabel diamkan semen hingga mengering.', 'Setelah semen benar-benar mengering, buka cetakan gelas plastik dan rapikan kabel pada jalur yang sudah dibuat. Dan dudukan pun sudah jadi.']",kaca,https://rimbasiana.com/2022/02/membuat-lampu-hias-dari-botol-kaca-bekas-sirup/,"['Lampu Tidur Hias dari Botol Kaca Bekas', 'Lampu Hias dari Botol Plastik Bekas', 'Lampu Hias dari Toples Kaca', 'Kerajinan Tangan Lampu Hias dari Botol Mizone Bekas', 'Lampu dalam Botol Kaca']"
Membuat Aquarium dari Toples Kaca Bekas,membuat_aquarium_dari_toples_kaca_nekas.jpg,-,"['Toples kaca', 'Pasir putih', 'Miniatur daun atau rumput laut', 'Batu berwarna', 'Ikan-ikan kecil']","['Pilihlah miniatur yang diinginkan untuk nantinya diletakkan didalam toples', 'Kemudian tuang pasir putih secukupnya. Setelah itu susun batu batu berwarna tepat diatas pasir putih tersebut', 'Setelah batu-batu itu tersusun rapih barulah miniatur yang tadi kita pilih di letakan tepat ditengah', 'Lalu tuang air dan juga ikan ikan kecil yang sudah di pilih'.]",kaca,https://belajarcerita.com/2017/12/06/membuat-aquarium-dari-toples-kaca-bekas/,"['Lampu Hias dari Toples Kaca', 'Membuat Terarium Sederhana dari Botol atau Toples Bekas', 'Vas Bunga Dinding dari Toples Kaca', 'Pot Bunga dari Botol Kaca yang Dicat Berwarna', 'Pot Bunga dari Botol Plastik Bekas']"
Tempat Pensil dari Gelas Kaca,tempat_pensil_dari_gelas_kaca.jpg,-,"['Gelas kaca atau toples kaca bekas', 'Kuas', 'Beberapa cat warna yang berbeda']","['Bersihkan luar dan dalam gelas kaca', 'Lukis gelas kaca dengan kuas yang telah diberi warna cat', 'Lukis dengan motif-motif sederhana, atau seperti pada gambar', 'Tunggu cat hingga kering', 'Tempat pensil siap dipakai']",kaca,https://www.romadecade.org/kerajinan-dari-kaca/#!,"['Lampu dalam Botol Kaca', 'Pernak-pernik Kaca 3 Dimensi', 'Vas Bunga Dinding dari Toples Kaca', 'Kerajinan Tangan Snow Globe dari Toples Kaca Bekas', 'Lampion Botol Kaca']"
Lampu Tidur Hias dari Botol Kaca Bekas,lampu_tidur_hias_dari_botol_kaca _bekas.jpg,-,"['Botol plastik bekas yang sudah dibersihkan (bentuknya sesuai selera)', 'Kabel listrik', 'Lampu kecil (lampu cabai dan cupnya)', 'Cutter', 'Lem plastik', 'Cat semprot']","['Potong bagian bawah botol plastik mengikuti bentuknya memakai cutter. Jika bentuknya bergelombang, maka ikuti saja bentuknya.', 'Lubangi bagian tengah bawah botol plastik yang sudah dipotong, untuk lubang kabel. Buat juga lubang di bagian tutup botol.', 'Rekatkan bagian bawah botol plastik yang sudah dipotong ke bagian tutup botolnya memakai lem. Sesuai letaknya dengan lubang yang sudah dibuat di tutup botol.', 'Setelah sambungan kering dan kuat, kita bisa mewarna botol plastik dengan cat semprot dalam kemasan kaleng (contoh merek Pylox) atau dengan cat minyak yang disemprotkan dengan semprotan nyamuk secara tipis-tipis (jangan terlalu tebal supaya cahaya lampu menimbulkan kesan remang-remang).', 'Bila cat sudah kering, pasangkan lampu dan kabelnya. Rekatkan cup lampu dengan memakai lem pada bagian tutup botol supaya lebih kuat.', 'Tambah beberapa ornamen atau hiasan sesuai selera kalian untuk mempercantik lampu botol bekas ini.']",kaca,https://www.facebook.com/221242041377416/photos/a.221243334710620/224301927738094/?type=3,"['Lampu Hias dari Botol Plastik Bekas', 'Membuat Lampu Hias Dari Botol Kaca Bekas Sirup', 'Kerajinan Tangan Lampu Hias dari Botol Mizone Bekas', 'Lampu dalam Botol Kaca', 'Lampu Hias dari Toples Kaca']"
Membuat Aquarium Bohlam Untuk Ikan Mini,membuat_aquarium_dari_toples_kaca_nekas.jpg,-,"['1 bohlam bekas, pilih yang ukurannya tidak terlalu kecil dan juga tidak terlalu besar', 'Kaos tangan', 'Tang', 'Tisu dan plastik', 'Obeng', 'Kawat panjang', 'Pasir putih', 'Batu karang ukuran kecil', 'Tanaman hias', 'Mangkok dan sendok kecil', 'Air secukupnya']","['Siapkan sarung tangan atau pelindung tangan lain yang Anda miliki.', 'Sangat disarankan untuk menggunakannya agar tangan tidak terkena pecahan kaca atau sayatan kawat.', 'Selanjutnya, siapkan lampu bohlam bekas dan tang.', 'Cara membuka lampu bohlam adalah jepit bagian belakang bohlam yang berbentuk lingkaran dengan warna silver dengan tang lalu tarik perlahan.', 'Setelah tercabut, bongkar seluruh penutup lampu bohlam (bagian berwarna hitam) hingga bagian tersebut menganga.', 'Tusuk bagian dalam bohlam dengan menggunakan obeng hingga pijar lampu yang ada di dalamnya terlepas.', 'Buang pijar lampu ke atas tisu atau kertas, lalu bungkus dengan kantong plastik agar tidak melukai orang lain.', 'Anda pun akan mendapatkan lampu bohlam yang kosong.', 'Setelah bagian dalam lampu bohlam kosong, isi dengan pasir putih. Rapikan dengan menggunakan tusukan atau obeng.', 'Satu persatu, masukkan tanaman hias dan batu karang dengan ukuran kecil ke dalamnya.', 'Rapikan kembali dengan perlahan.', 'Setelah proses tersebut selesai, masukkan air bersih secukupnya.', 'Setelah itu, masukkan ikan hias yang telah Anda siapkan, tentunya piliha yang ukurannya kecil ya, seperti guppy misalnya.', 'Agar aquarium hias ini bisa Anda letakkan, ayo buat penampang yang terbuat dari kawat.', 'Siapkan kawat tembaga, lalu bentuk sesuai keinginan dengan menggunakan tang. Contohnya seperti pada gambar.', 'Gantung lampu bohlam akuarium dan letakkan pada tempat yang Anda inginkan.']",kaca,https://berita.99.co/lampu-bohlam-bekas-jangan-dibuang-sulap-jadi-aja/,"['Aquarium Kardus', 'Membuat Aquarium dari TV Bekas', 'Membuat Aquarium dari Toples Kaca Bekas', 'Kerajinan Miniatur Kebun dari Kulit Telur', 'Miniatur Rumah']"
Membuat Terarium Sederhana dari Botol atau Toples Bekas,membuat_terarium_sederhana_dari_botol_atau_toples_bekas.jpg,-,"['Toples kaca / jar yang sudah dibersihkan sebelumnya', 'Sekop / garu kecil / sendok, untuk memudahkan meletakkan materi satu per satu dalam wadah', 'Lumut', 'Tanaman mini seperti sukulen, kaktus mini, dsb', 'Batu, kerikil, dsb', 'Tanah humus, arang', 'Hiasan miniatur (opsional)']","['Lapisi bagian bawah toples dengan menggunakan beberapa batu kecil untuk membantu mengalirkan air dari tanah. Drainase yang baik sangat penting bagi tanaman yang berada dalam wadah kecil.', 'Selanjutnya, tambahkan lapisan tanah tipis-tipis di atas batu.', 'Letakkan lumut dan sukulen dalam toples secara hati-hati. Isilah kembali area sekitar tanaman yang kosong menggunakan lebih banyak tanah, lalu lapisi kembali menggunakan batu kecil.', 'Kamu bisa menambahkan beberapa hiasan lucu di dalam terariummu.', 'Letakkan terariummu dengan cantik di ruang tamu atau di meja belajarmu.']",kaca,https://kaktusmakassar.wordpress.com/2018/10/02/diy-5-cara-membuat-terarium-sederhana-dari-botol-toples-bekas/,"['Membuat Aquarium dari Toples Kaca Bekas', 'Pot Bunga dari Botol Plastik Bekas', 'Vas Bunga Dinding dari Toples Kaca', 'Celengan Babi dari Botol Plastik', 'Kerajinan Celengan Anak dari Botol Plastik Bekas']"
Vas Bunga Dinding dari Toples Kaca,vas_bunga_dinding_dari_toples_kaca.jpg,-,"['Toples kaca 1/2 liter', 'Tali kulit tebal', 'Gantungan cincin untuk Vas', 'Felt pad (untuk melindungi dinding)', 'Pisau gergaji atau alat pemotong kayu', 'Minyak campuran alami', 'Air', 'Bunga favorit Anda']","['Siapkan potongan kayu daur ulang dengan ukuran yang diinginkan, sekitar 7x7 inci. Biarkan kayu tersebut tidak dilapisi untuk memberikan tampilan alami.', 'Tempelkan gantungan cincin pada bagian belakang potongan kayu sebagai penyangga.', 'Potong tali kulit menjadi panjang yang cukup untuk mengelilingi toples kaca dan menahan toples di dinding. Pastikan tali kulit tersebut cukup tebal dan kuat.', 'Olesi tali kulit dengan campuran minyak alami untuk memberikan tampilan alami dan melindungi kulit.', 'Tempelkan toples kaca ke potongan kayu dengan menggunakan tali kulit. Pastikan toples kaca tertahan dengan aman.', 'Tempelkan felt pad pada bagian belakang potongan kayu yang bersentuhan dengan dinding untuk melindungi dinding dari goresan.', 'Gantung vas di dinding menggunakan gantungan cincin yang telah dipasang.', 'Isi toples kaca dengan air dan tambahkan bunga favorit Anda.', 'Vas bunga siap digunakan sebagai karya seni dinding unik di ruangan Anda.']",kaca,https://www.shelterness.com/diy-rustic-mason-jar-sconce/,"['Pot Bunga dari Botol Kaca yang Dicat Berwarna', 'Pot Bunga dari Botol Kaca dengan Motif Garis', 'Pot Bunga dari Botol Plastik Bekas', 'Membuat Aquarium dari Toples Kaca Bekas', 'Tempat Pensil dari Gelas Kaca']"
Bunga Plastik,bunga_plastik.jpg,-,"['Limbah plastik detergent', 'Kawat', Isi lem tembak', 'Gunting', 'Spidol', 'Cetakan bulat', 'Lem tembak', 'Jarum']","['Bersihkan plastik bekas detergen. Pastikan sudah tidak ada bekas detergen di plastiknya.', 'Jemur plastik hingga kering. Hal ini penting agar plastik bekas mudah untuk dibentuk sesuai keinginan.', 'Bentuk plastik dengan cetakan berbentuk bulat. Untuk tahapan ini, kamu dapat menggunakan bekas double tape.', 'Setelah semua plastik sudah digunting berbentuk bulat, buat rawis dengan gunting kecil. Pastikan potongannya jangan terlalu besar dan sisakan bagian tengahnya.', 'Tusuk bagian tengan plastik bekas menggunakan jarum. Lakukan langkah ini dengan hati-hati.', 'Masukkan satu per satu plastik ke dalam kawat, kemudian rekatkan dengan lem tembak. Lakukan hingga semua bahan habis.', 'Tusukkan semua plastik yang sudah dibentuk ke dalam isi lem tembak.', 'Bunga plastik daur ulang sudah dapat dipajang di kamar atau ruang tamu.']",plastik,https://www.orami.co.id/magazine/kerajinan-dari-plastik?page=all,"['Vas Bunga dengan Bingkai', 'Pot Bunga dari Botol Plastik Bekas', 'Kerajinan Bunga dari Kertas Koran', 'Vas Sendok Plastik', 'Membuat Cermin Hias Dari Sendok Plastik']"
Tempat Tisu dari Plastik Detergen,tempat_tisu_dari_plastik_detergen.jpg,-,"['Plastik bekas detergen ukuran kecil', 'Gunting']","['Bersihkan plastik bekas detergen. Pastikan sudah tidak ada bekas detergen di plastiknya. Kemudian jemur hingga kering.', 'Potong plastik di bagian tengah dengan ukuran sama besar.', 'Lipat bagian atas dan bawah plastik, hingga membentuk seperti stik. Lakukan sampai semua plastik habis.', 'Masukkan satu per satu plastik, seperti membuat anyaman. Untuk langkah ini, kamu tidak perlu lem atau double tape.', 'Lakukan hingga semua bahan habis. Kemudian lekuk setiap ujungnya hingga membentuk pola menyerupai kotak.', 'Sisakan sedikit lubang di bagian atas untuk memasukkan tisu.', 'Tempat tissue dengan bahan daur ulang siap digunakan.']",plastik,https://www.orami.co.id/magazine/kerajinan-dari-plastik?page=all,"['Kotak Tisu', 'Membuat Tempat Tisu dari Koran Bekas', 'Tempat Tisu Sederhana Dari Koran Bekas', 'Kerajinan Tempat Pensil dari Botol Plastik Bekas', 'Tas Belanja Kaos Bekas']"
Tas Tangan dari Plastik Bekas Mie Instan,tas_tangan_dari_plastik_bekas_mie_instan.jpg,-,"['43 buah bungkus plastik bekas mie instan (opsional = goreng)', '60 lembar bungkis plastik bekas mie instan (opsional = rebus)', 'Gunting', 'Benang dan jarum', 'Resleting ukuran 25 cm', 'Tali rantai']","['Bentuk bungkus mie ukuran 10,5 cm, lalu lipat ke arah tengah dengan ukuran 3 cm atas dan 2 cm bawah.', 'Kemudian lipat ke bagian dalam, hingga terbentuk seperti kemasan stik.', 'Susun semua plastik yang sudah dilipat dengan bentuk zigzag.', 'Ambil plastik bekas lain kemudian gunting bagian ujungnya. Selanjutnya lipat hingga membentuk kotak.', 'Satukan semua anyaman zigzag, kemudian jahit setiap bagian.', 'Pasang resleting dengan cara dijahit perlahan-lahan, kemudian pasang tali rantainya.', 'Kerajinan dari plastik bekas mie instan siap digunakan.']",plastik,https://www.orami.co.id/magazine/kerajinan-dari-plastik?page=all,"['Vas Sendok Plastik', 'Boneka Pinguin Lucu dari Botol Plastik', 'Dompet Mini dari Botol Plastik', 'Membuat Cermin Hias Dari Sendok Plastik', 'Kerajinan Celengan Anak dari Botol Plastik Bekas']"
Tanaman Hias Lidah Mertua dari Plastik Kresek,tanaman_hias_lidah_mertua_dari_plastik_kresek.jpg,-,"['Plastik kresek bekas warna hijau', 'Plastik kresek bekas warna putih ramah lingkungan', 'Gunting','Lem tembak', 'Kertas krep', 'Isolasi daun', 'Setrikaan', 'Kawat', 'Sponge untuk bunga hias', 'Tisu']","['Gunting bagian atas dan bawah plastik hijau, hingga membentuk kotak.', 'Potong kecil-kecil plastik putih mendekati halus.', 'Sebar potongan plastik putih, kemudian tumpuk dengan plastik hijau dan kertas.', 'Setrika tumpukan tersebut hingga bagian putihnya menempel ke plastik hijau.', 'Bentuk plastik yang sudah disetrika menyerupai lidah mertua. Lakukan semua bahan sampai habis.', 'Satukan dua bagian plastik yang sudah dibentuk, kemudian tempelkan kedua sisinya satu sama lain. Biarkan tengahnya terbuka.', 'Tempelkan tisu satu persatu ke kawat menggunakan lem tembak.', 'Masukkan ke dalam lidah mertua. Sisakan kawat hingga keluar dari pola kemudian balut dengan tisu.', 'Siapkan kawat lain, kemudian tempelkan tisu hingga membentuk bulatan di bagian atas dan tutup kembali dengan isolasi daun.', 'Satukan semua kerajinan berbentuk lidah mertua menjadi satu.', 'Letakkan kerajinan dari plastik tersebut di pot yang sudah diisi sterofoam tanaman plastik.', 'Tanaman hias lidah mertua dari plastik siap menjadi pajangan baru di rumah.']",plastik,https://www.orami.co.id/magazine/kerajinan-dari-plastik?page=all,"['Lampu Hias Nanas Istimewa Dari Sendok Plastik', 'Kerajinan Bunga Hias dari Botol Plastik Bekas', 'Membuat Cermin Hias Dari Sendok Plastik', 'Pot Bunga dari Botol Plastik Bekas', 'Lampu Hias Berbentuk Nanas dari Botol Plastik dan Sendok Plastik']"
Pot Bunga dari Botol Plastik Bekas,pot_bunga_dari_botol_plastik_bekas.jpg,-,"['Botol plastik bekas', 'Pisau', 'Hiasan untuk mata', 'Pupuk/tanah untuk menanam', 'Tanaman']","['Siapkan bahan dan peralatan yang dibutuhkan.', 'Setelah semua sudah terkumpul, langkah selanjutnya adalah memotong botol plastik dengan pisau.', 'Ukurannya dikira-kira saja atau lihat pada gambar.', 'Beri sedikit hiasan sesuai keinginan. Jika ingin sesuai contohnya, tempelkan saja tutup botolnya sebagai mulut dan tambahkan mata boneka, lalu tempel.', 'Jangan lupa untuk melubangi bagian bawah botol agar air tidak mengendap di dalam botol.', 'Masukkan botol pupuk dan tanah ke dalam botol.', 'Masukkan bibit tanaman yang ingin ditanam.']",plastik,https://balicaringcommunity.org/membuat-kerajinan-tangan-dari-botol-plastik-bekas.html,"['Kerajinan Bunga Hias dari Botol Plastik Bekas', 'Pot Bunga dari Botol Kaca dengan Motif Garis', 'Kerajinan Celengan Anak dari Botol Plastik Bekas', 'Lampion Botol Berbentuk Bunga dari Botol Plastik Bekas', 'Pot Bunga dari Botol Kaca yang Dicat Berwarna']"
Lampu Hias Berbentuk Nanas,lampu_hias_berbentuk_nanas.jpg,-,"['Botol bekas/toples plastik (lebih dari satu)', 'Sendok plastik (banyak)', 'Lampu lengkap', 'Pisau', 'Obeng', 'Lem', 'Cat warna', 'Tiang untuk tempat berdirinya lampu']","['Siapkan bahan dan peralatan yang dibutuhkan.', 'Langkah selanjutnya, potong botol plastik sesuai dengan gambar di atas.', 'Jika menggunakan toples, potong hanya bagian bawahnya saja', 'Potong-potong sendok plastik sesuai pada gambar.', 'Satukan botol dengan sendok agar terlihat indah menggunakan lem.', 'Cat sendok yang sudah ditempelkan.', 'Potong-potong botol/toples yang lain membentuk seperti daun nanas seperti gambar di atas, lalu dicat.', 'Pasang lampunya dan tiang untuk berdiri.', 'Lampu hias dari botol bekas siap untuk digunakan.']",plastik,https://balicaringcommunity.org/membuat-kerajinan-tangan-dari-botol-plastik-bekas.html,"['Lampu Hias Nanas Istimewa Dari Sendok Plastik', 'Lampu Hias Berbentuk Nanas dari Botol Plastik dan Sendok Plastik', 'Hiasan Rumah Berbentuk Pohon', 'Hiasan Berbentuk Kaktus', 'Lampu Hias dari Kardus Bekas']"
Hiasan Rumah Berbentuk Pohon,hiasan_rumah_berbentuk_pohon.jpg,-,"['Beberapa Botol Bekas', 'Benang', 'Paku', 'Cat', 'Papan', 'Lem']","['Kumpulkan bahan dan peralatan yang dibutuhkan.', 'Potong terlebih dahulu papan berbentuk batang pohon.', 'Gabungkan papan yang sudah dipotong dengan lem.', 'Potong lagi papan yang difungsikan sebagai ranting pohon.', 'Gabungkan papan berbentuk batang pohon dengan papan berbentuk ranting pohon.', 'Langkah selanjutnya membuat daun-daunnya dengan memotong botol bekas bagian ujung bawahnya.', 'Berikan warna bagian bawah botol bekas sesuai pada gambar.', 'Lubangi bagian bawah botol bekas tersebut dengan paku.', 'Masukkan tali ke dalam lubang tersebut. Hal ini untuk menempelkan ke papan yang berbentuk seperti ranting pohon.', 'Tempelkan/ikat botol dengan ranting pohon.', 'Susunlah hingga membentuk pohon yang sempurna.']",plastik,https://balicaringcommunity.org/membuat-kerajinan-tangan-dari-botol-plastik-bekas.html,"['Hiasan Berbentuk Kaktus', 'Hiasan Gantung untuk di Kamar dari Daun Kering', 'Lampu Hias Berbentuk Nanas', 'Hiasan dinding kardus hexagonal', 'Dekorasi Dinding Dari Kaleng Bekas']"
Celengan Babi dari Botol Plastik,celengan_babi_dari_botol_plastik.jpg,-,"['1 Botol bekas', 'Pisau', 'Cat', 'Mata boneka', 'Lem']","['Kumpulkan terlebih dahulu bahan dan peralatan yang dibutuhkan.', 'Potong botol bekas menjadi dua, lalu gabungkan kembali.', 'Lubangi botol bekas tersebut untuk tempat memasukkan uang.', 'Cat botol bekas tersebut.', 'Tambahkan hiasan, seperti mata boneka, telinga, dan kaki dari botol.', 'Celengan berbentuk babi dari botol bekas siap untuk digunakan menyimpan uang kamu.']",plastik,https://balicaringcommunity.org/membuat-kerajinan-tangan-dari-botol-plastik-bekas.html,"['Kerajinan Celengan Anak dari Botol Plastik Bekas', 'Pot Bunga dari Botol Plastik Bekas', 'Dompet Mini dari Botol Plastik', 'Celengan Lucu dari Kaleng Bekas', 'Celengan unik dari Kardus']"
Dompet Mini dari Botol Plastik,dompet_mini_dari_botol_plastik.jpg,-,"['2 Botol bekas', 'Lem', 'Cutter', 'Resleting']","['Siapkan bahan dan peralatan yang dibutuhkan.', 'Potong kedua botol bekas menjadi 2 bagian, dan ambil bagian bawahnya', 'Lubangi bagian tengahnya untuk tali.', 'Satukan kedua potongan botol dengan resleting. Cara menyatukannya dengan menggunakan lem.', 'Dompet Mini dari botol bekas siap untuk digunakan.']",plastik,https://balicaringcommunity.org/membuat-kerajinan-tangan-dari-botol-plastik-bekas.html,"['Celengan Babi dari Botol Plastik', 'Kerajinan Celengan Anak dari Botol Plastik Bekas', 'Lampion Botol Berbentuk Bunga dari Botol Plastik Bekas', 'Pot Bunga dari Botol Plastik Bekas', 'Boneka Pinguin Lucu dari Botol Plastik']"
Lampu Hias dari Botol Plastik Bekas,lampu_hias_dari_botol_plastik_bekas.jpg,-,"['Botol plastik bekas yang lumayan besar', 'Sendok plastik secukupnya', 'Lem tembak', 'Cutter/ gunting', 'Set lampu']","['Siapkan sendok plastik secukupnya, potong semua sendok plastik pada pangkal tangkainya. Dan yang kita pakai hanyalah sendok yang bagian cekung', 'Potong/lubangi bagian bawah (dasar) botol membentuk lingkaran. Ukuran lubang disesuaikan dengan besar lampu. Lubang ini nantinya akan digunakan untuk memasukkan dan mengganti lampu', 'Tempelkan potongan-potongan sendok melingkar mengelilingi botol plastik dengan lem. Dimulai dari bagian bawah botol, melingkar. Lalu dilanjutkan di atasnya melingkar, dan begitu seterusnya (lihat gambar) sampai seluruh permukaan botol tertutup sendok, dan hanya menyisakan mulut botol saja.', 'Buatlah 1 buah rangkaian potongan sendok melingkar menyerupai gelang dengan menggunakan lem, dengan ukuran menyesuaikan.', 'Tempelkan rangkain sendok menyerupai gelang ini pada botol bagian atas. Jadi akan menutup dan menyamarkan mulut botol yang masih terlihat.', 'Masukkan rumah lampu berserta kabelnya dari bawah botol, dan pasang lampunya.', 'Bila menginginkan warna lain, bisa dengan memakai jenis lampu yg berwarna. Kerajinan tangan lampu hias pun jadi, dan siap untuk kita gunakan.']",plastik,https://www.facebook.com/photo/?fbid=649912878373249&set=a.572297329468138,"['Lampu Tidur Hias dari Botol Kaca Bekas', 'Membuat Lampu Hias Dari Botol Kaca Bekas Sirup', 'Lampion Botol Berbentuk Bunga dari Botol Plastik Bekas', 'Kerajinan Tangan Lampu Hias dari Botol Mizone Bekas', 'Lampu dalam Botol Kaca']"
